task_id,scheduled_start,scheduled_end,satellite_id,activity_type,target_area,target_lat,target_lon,priority,requesting_unit,classification,status,notes
TASK-000126,2026-01-23 03:37:00,2026-01-23 03:53:00,SENTINEL-9,DOWNLINK_PASS,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,USSPACECOM,SECRET,SCHEDULED,
TASK-000127,2026-01-23 03:47:00,2026-01-23 03:54:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,NORAD,SECRET,SCHEDULED,
TASK-000128,2026-01-23 04:03:00,2026-01-23 04:30:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,LOW,NORTHCOM-J2,SECRET,COMPLETED,
TASK-000129,2026-01-23 04:14:00,2026-01-23 04:20:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,HIGH,EUCOM-J2,UNCLASSIFIED,SCHEDULED,
TASK-000130,2026-01-23 04:31:00,2026-01-23 04:58:00,SENTINEL-9,MAINTENANCE_WINDOW,NOVAYA-ZEMLYA-NORTH,76.95,67.58,LOW,EUCOM-J2,SECRET,COMPLETED,
TASK-000131,2026-01-23 04:43:00,2026-01-23 04:52:00,SENTINEL-9,PRIMARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,LOW,NORTHCOM-J2,UNCLASSIFIED,SCHEDULED,
TASK-000132,2026-01-23 04:57:00,2026-01-23 05:17:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-CHARLIE,73.85,125.33,LOW,USSPACECOM,SECRET,COMPLETED,
TASK-000133,2026-01-23 05:08:00,2026-01-23 05:23:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,LOW,NSA-SIGINT,SECRET,SCHEDULED,
TASK-000134,2026-01-23 05:21:00,2026-01-23 05:47:00,SENTINEL-9,CALIBRATION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NRO-OPS,SECRET,COMPLETED,
TASK-000135,2026-01-23 05:31:00,2026-01-23 05:42:00,SENTINEL-9,MAINTENANCE_WINDOW,FRANZ-JOSEF-LAND,80.12,52.73,CRITICAL,NORTHCOM-J2,TOP SECRET,SCHEDULED,
TASK-000136,2026-01-23 05:47:00,2026-01-23 06:12:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,EUCOM-J2,TOP SECRET,COMPLETED,
TASK-000137,2026-01-23 05:55:00,2026-01-23 06:09:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,CRITICAL,INDOPACOM-J2,TOP SECRET,SCHEDULED,
TASK-000138,2026-01-23 06:06:00,2026-01-23 06:21:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ALPHA,75.52,68.43,HIGH,NRO-OPS,SECRET,COMPLETED,
TASK-000139,2026-01-23 06:16:00,2026-01-23 06:36:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NORAD,SECRET,SCHEDULED,
TASK-000140,2026-01-23 06:26:00,2026-01-23 06:49:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-DELTA,71.64,150.21,LOW,DIA-ANALYSIS,SECRET,COMPLETED,
TASK-000141,2026-01-23 06:45:00,2026-01-23 06:55:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-000142,2026-01-23 06:53:00,2026-01-23 07:02:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NASIC,SECRET,COMPLETED,
TASK-000143,2026-01-23 07:11:00,2026-01-23 07:34:00,SENTINEL-9,DOWNLINK_PASS,FRANZ-JOSEF-LAND,80.12,52.73,HIGH,EUCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000144,2026-01-23 07:27:00,2026-01-23 07:49:00,SENTINEL-9,PRIMARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,LOW,INDOPACOM-J2,TOP SECRET,COMPLETED,
TASK-000145,2026-01-23 07:46:00,2026-01-23 08:10:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,NRO-OPS,SECRET,COMPLETED,
TASK-000146,2026-01-23 08:00:00,2026-01-23 08:05:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NASIC,TOP SECRET,CANCELLED,
TASK-000147,2026-01-23 08:12:00,2026-01-23 08:27:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NORTHCOM-J2,TOP SECRET,IN_PROGRESS,
TASK-000148,2026-01-23 08:20:00,2026-01-23 08:37:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,HIGH,USSPACECOM,SECRET,IN_PROGRESS,
TASK-000149,2026-01-23 08:39:00,2026-01-23 08:45:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-CHARLIE,73.85,125.33,HIGH,USSPACECOM,UNCLASSIFIED,COMPLETED,
TASK-000150,2026-01-23 08:52:00,2026-01-23 08:59:00,SENTINEL-9,CALIBRATION,FRANZ-JOSEF-LAND,80.12,52.73,HIGH,NORAD,SECRET,COMPLETED,
TASK-000151,2026-01-23 09:07:00,2026-01-23 09:28:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NASIC,UNCLASSIFIED,SCHEDULED,
TASK-000152,2026-01-23 09:22:00,2026-01-23 09:31:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,DIA-ANALYSIS,SECRET,IN_PROGRESS,
TASK-000153,2026-01-23 09:40:00,2026-01-23 10:06:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-CHARLIE,73.85,125.33,HIGH,INDOPACOM-J2,SECRET,COMPLETED,
TASK-000154,2026-01-23 09:53:00,2026-01-23 10:00:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NORTHCOM-J2,UNCLASSIFIED,SCHEDULED,
TASK-000155,2026-01-23 10:03:00,2026-01-23 10:08:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ECHO,77.43,45.18,HIGH,NRO-OPS,UNCLASSIFIED,COMPLETED,
TASK-000156,2026-01-23 10:20:00,2026-01-23 10:43:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-DELTA,71.64,150.21,LOW,USSPACECOM,UNCLASSIFIED,COMPLETED,
TASK-000157,2026-01-23 10:34:00,2026-01-23 11:00:00,SENTINEL-9,CALIBRATION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,LOW,NRO-OPS,TOP SECRET,COMPLETED,
TASK-000158,2026-01-23 10:43:00,2026-01-23 10:56:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,INDOPACOM-J2,TOP SECRET,COMPLETED,
TASK-000159,2026-01-23 10:58:00,2026-01-23 11:11:00,SENTINEL-9,SECONDARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,LOW,EUCOM-J2,SECRET,SCHEDULED,
TASK-000160,2026-01-23 11:15:00,2026-01-23 11:38:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,USSPACECOM,SECRET,COMPLETED,
TASK-000161,2026-01-23 11:31:00,2026-01-23 11:59:00,SENTINEL-9,PRIMARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,LOW,NSA-SIGINT,TOP SECRET,COMPLETED,
TASK-000162,2026-01-23 11:42:00,2026-01-23 12:09:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-BRAVO,76.18,96.72,HIGH,EUCOM-J2,SECRET,SCHEDULED,
TASK-000163,2026-01-23 11:56:00,2026-01-23 12:04:00,SENTINEL-9,MAINTENANCE_WINDOW,SVALBARD-MONITOR,78.23,15.63,MEDIUM,USSPACECOM,TOP SECRET,COMPLETED,
TASK-000164,2026-01-23 12:05:00,2026-01-23 12:32:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NRO-OPS,SECRET,SCHEDULED,
TASK-000165,2026-01-23 12:21:00,2026-01-23 12:27:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NORTHCOM-J2,UNCLASSIFIED,SCHEDULED,
TASK-000166,2026-01-23 12:40:00,2026-01-23 12:56:00,SENTINEL-9,ATTITUDE_MANEUVER,NOVAYA-ZEMLYA-NORTH,76.95,67.58,CRITICAL,DIA-ANALYSIS,SECRET,SCHEDULED,
TASK-000167,2026-01-23 12:55:00,2026-01-23 13:18:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,CRITICAL,DIA-ANALYSIS,TOP SECRET,COMPLETED,
TASK-000168,2026-01-23 13:05:00,2026-01-23 13:34:00,SENTINEL-9,MAINTENANCE_WINDOW,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NORAD,SECRET,SCHEDULED,
TASK-000169,2026-01-23 13:17:00,2026-01-23 13:46:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ECHO,77.43,45.18,HIGH,USSPACECOM,TOP SECRET,SCHEDULED,
TASK-000170,2026-01-23 13:26:00,2026-01-23 13:55:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-DELTA,71.64,150.21,HIGH,INDOPACOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000171,2026-01-23 13:40:00,2026-01-23 14:00:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-DELTA,71.64,150.21,CRITICAL,NORTHCOM-J2,SECRET,COMPLETED,
TASK-000172,2026-01-23 13:55:00,2026-01-23 14:17:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NSA-SIGINT,UNCLASSIFIED,COMPLETED,
TASK-000173,2026-01-23 14:04:00,2026-01-23 14:14:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-DELTA,71.64,150.21,LOW,USSPACECOM,TOP SECRET,COMPLETED,
TASK-000174,2026-01-23 14:18:00,2026-01-23 14:23:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NORAD,SECRET,SCHEDULED,
TASK-000175,2026-01-23 14:27:00,2026-01-23 14:55:00,SENTINEL-9,MAINTENANCE_WINDOW,SVALBARD-MONITOR,78.23,15.63,LOW,NORAD,TOP SECRET,CANCELLED,
TASK-000176,2026-01-23 14:37:00,2026-01-23 14:44:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,INDOPACOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000177,2026-01-23 14:51:00,2026-01-23 14:58:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-CHARLIE,73.85,125.33,HIGH,DIA-ANALYSIS,TOP SECRET,COMPLETED,
TASK-000178,2026-01-23 15:07:00,2026-01-23 15:20:00,SENTINEL-9,CALIBRATION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,USSPACECOM,TOP SECRET,CANCELLED,
TASK-000179,2026-01-23 15:21:00,2026-01-23 15:44:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-CHARLIE,73.85,125.33,LOW,NASIC,SECRET,COMPLETED,
TASK-000180,2026-01-23 15:32:00,2026-01-23 16:01:00,SENTINEL-9,CALIBRATION,FRANZ-JOSEF-LAND,80.12,52.73,LOW,NRO-OPS,SECRET,COMPLETED,
TASK-000181,2026-01-23 15:44:00,2026-01-23 16:08:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,HIGH,USSPACECOM,SECRET,SCHEDULED,
TASK-000182,2026-01-23 16:02:00,2026-01-23 16:23:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NORAD,SECRET,COMPLETED,
TASK-000183,2026-01-23 16:18:00,2026-01-23 16:38:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NASIC,UNCLASSIFIED,COMPLETED,
TASK-000184,2026-01-23 16:26:00,2026-01-23 16:54:00,SENTINEL-9,MAINTENANCE_WINDOW,SVALBARD-MONITOR,78.23,15.63,LOW,NORTHCOM-J2,UNCLASSIFIED,SCHEDULED,
TASK-000185,2026-01-23 16:41:00,2026-01-23 16:57:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NRO-OPS,TOP SECRET,COMPLETED,
TASK-000186,2026-01-23 16:53:00,2026-01-23 16:58:00,SENTINEL-9,PRIMARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,LOW,NORAD,SECRET,COMPLETED,
TASK-000187,2026-01-23 17:06:00,2026-01-23 17:11:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NASIC,SECRET,IN_PROGRESS,
TASK-000188,2026-01-23 17:19:00,2026-01-23 17:42:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NSA-SIGINT,SECRET,COMPLETED,
TASK-000189,2026-01-23 17:32:00,2026-01-23 17:41:00,SENTINEL-9,CALIBRATION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,LOW,NORTHCOM-J2,SECRET,IN_PROGRESS,
TASK-000190,2026-01-23 17:51:00,2026-01-23 18:14:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ECHO,77.43,45.18,CRITICAL,INDOPACOM-J2,SECRET,COMPLETED,
TASK-000191,2026-01-23 18:03:00,2026-01-23 18:17:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NORTHCOM-J2,TOP SECRET,SCHEDULED,
TASK-000192,2026-01-23 18:17:00,2026-01-23 18:40:00,SENTINEL-9,ATTITUDE_MANEUVER,FRANZ-JOSEF-LAND,80.12,52.73,HIGH,USSPACECOM,TOP SECRET,CANCELLED,
TASK-000193,2026-01-23 18:27:00,2026-01-23 18:49:00,SENTINEL-9,MAINTENANCE_WINDOW,NOVAYA-ZEMLYA-NORTH,76.95,67.58,HIGH,INDOPACOM-J2,SECRET,SCHEDULED,
TASK-000194,2026-01-23 18:38:00,2026-01-23 18:49:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-ALPHA,75.52,68.43,HIGH,INDOPACOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000195,2026-01-23 18:53:00,2026-01-23 19:02:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-BRAVO,76.18,96.72,CRITICAL,EUCOM-J2,SECRET,COMPLETED,
TASK-000196,2026-01-23 19:01:00,2026-01-23 19:09:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NRO-OPS,TOP SECRET,COMPLETED,
TASK-000197,2026-01-23 19:14:00,2026-01-23 19:34:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NSA-SIGINT,SECRET,COMPLETED,
TASK-000198,2026-01-23 19:32:00,2026-01-23 19:54:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,SCHEDULED,
TASK-000199,2026-01-23 19:41:00,2026-01-23 19:47:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,HIGH,NRO-OPS,SECRET,COMPLETED,
TASK-000200,2026-01-23 19:53:00,2026-01-23 20:04:00,SENTINEL-9,ATTITUDE_MANEUVER,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,EUCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000201,2026-01-23 20:02:00,2026-01-23 20:16:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NRO-OPS,SECRET,COMPLETED,
TASK-000202,2026-01-23 20:18:00,2026-01-23 20:46:00,SENTINEL-9,PRIMARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NRO-OPS,UNCLASSIFIED,SCHEDULED,
TASK-000203,2026-01-23 20:31:00,2026-01-23 20:49:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,LOW,NSA-SIGINT,SECRET,SCHEDULED,
TASK-000204,2026-01-23 20:50:00,2026-01-23 21:00:00,SENTINEL-9,MAINTENANCE_WINDOW,SVALBARD-MONITOR,78.23,15.63,MEDIUM,USSPACECOM,SECRET,COMPLETED,
TASK-000205,2026-01-23 21:05:00,2026-01-23 21:18:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NORTHCOM-J2,SECRET,COMPLETED,
TASK-000206,2026-01-23 21:18:00,2026-01-23 21:27:00,SENTINEL-9,PRIMARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,EUCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000207,2026-01-23 21:36:00,2026-01-23 22:00:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-DELTA,71.64,150.21,HIGH,EUCOM-J2,SECRET,COMPLETED,
TASK-000208,2026-01-23 21:47:00,2026-01-23 22:03:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NRO-OPS,SECRET,COMPLETED,
TASK-000209,2026-01-23 22:04:00,2026-01-23 22:10:00,SENTINEL-9,DOWNLINK_PASS,NOVAYA-ZEMLYA-NORTH,76.95,67.58,HIGH,NORTHCOM-J2,SECRET,COMPLETED,
TASK-000210,2026-01-23 22:22:00,2026-01-23 22:49:00,SENTINEL-9,ATTITUDE_MANEUVER,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NRO-OPS,TOP SECRET,IN_PROGRESS,
TASK-000211,2026-01-23 22:40:00,2026-01-23 23:04:00,SENTINEL-9,DOWNLINK_PASS,NOVAYA-ZEMLYA-NORTH,76.95,67.58,LOW,NSA-SIGINT,SECRET,COMPLETED,
TASK-000212,2026-01-23 22:52:00,2026-01-23 23:01:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,DIA-ANALYSIS,SECRET,COMPLETED,
TASK-000213,2026-01-23 23:02:00,2026-01-23 23:23:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-CHARLIE,73.85,125.33,HIGH,NORAD,TOP SECRET,COMPLETED,
TASK-000214,2026-01-23 23:18:00,2026-01-23 23:40:00,SENTINEL-9,CALIBRATION,FRANZ-JOSEF-LAND,80.12,52.73,HIGH,NORAD,SECRET,SCHEDULED,
TASK-000215,2026-01-23 23:31:00,2026-01-23 23:50:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,NORTHCOM-J2,SECRET,COMPLETED,
TASK-000216,2026-01-23 23:42:00,2026-01-23 23:53:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,COMPLETED,
TASK-000217,2026-01-23 23:55:00,2026-01-24 00:03:00,SENTINEL-9,SECONDARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,MEDIUM,USSPACECOM,TOP SECRET,SCHEDULED,
TASK-000218,2026-01-24 00:03:00,2026-01-24 00:14:00,SENTINEL-9,CALIBRATION,SVALBARD-MONITOR,78.23,15.63,MEDIUM,NRO-OPS,UNCLASSIFIED,COMPLETED,
TASK-000219,2026-01-24 00:22:00,2026-01-24 00:38:00,SENTINEL-9,PRIMARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,LOW,NORTHCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000220,2026-01-24 00:33:00,2026-01-24 00:40:00,SENTINEL-9,MAINTENANCE_WINDOW,FRANZ-JOSEF-LAND,80.12,52.73,HIGH,NRO-OPS,SECRET,COMPLETED,
TASK-000221,2026-01-24 00:51:00,2026-01-24 01:16:00,SENTINEL-9,MAINTENANCE_WINDOW,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,NORAD,UNCLASSIFIED,SCHEDULED,
TASK-000222,2026-01-24 01:03:00,2026-01-24 01:19:00,SENTINEL-9,CALIBRATION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-000223,2026-01-24 01:22:00,2026-01-24 01:50:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,EUCOM-J2,SECRET,IN_PROGRESS,
TASK-000224,2026-01-24 01:35:00,2026-01-24 01:48:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ECHO,77.43,45.18,LOW,NORAD,SECRET,CANCELLED,
TASK-000225,2026-01-24 01:48:00,2026-01-24 02:13:00,SENTINEL-9,MAINTENANCE_WINDOW,NOVAYA-ZEMLYA-NORTH,76.95,67.58,HIGH,NORAD,UNCLASSIFIED,SCHEDULED,
TASK-000226,2026-01-24 02:07:00,2026-01-24 02:20:00,SENTINEL-9,SECONDARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,LOW,NORTHCOM-J2,SECRET,COMPLETED,
TASK-000227,2026-01-24 02:16:00,2026-01-24 02:27:00,SENTINEL-9,PRIMARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,USSPACECOM,SECRET,COMPLETED,
TASK-000228,2026-01-24 02:28:00,2026-01-24 02:51:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NRO-OPS,SECRET,SCHEDULED,
TASK-000229,2026-01-24 02:47:00,2026-01-24 03:13:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,USSPACECOM,TOP SECRET,SCHEDULED,
TASK-000230,2026-01-24 02:59:00,2026-01-24 03:06:00,SENTINEL-9,SECONDARY_COLLECTION,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,NORAD,SECRET,SCHEDULED,
TASK-000231,2026-01-24 03:11:00,2026-01-24 03:19:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,EUCOM-J2,TOP SECRET,COMPLETED,
TASK-000232,2026-01-24 03:23:00,2026-01-24 03:39:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,EUCOM-J2,SECRET,COMPLETED,
TASK-000233,2026-01-24 03:42:00,2026-01-24 03:50:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-DELTA,71.64,150.21,HIGH,NORAD,SECRET,SCHEDULED,
TASK-000234,2026-01-24 03:50:00,2026-01-24 04:16:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,LOW,NASIC,SECRET,COMPLETED,
TASK-000235,2026-01-24 04:07:00,2026-01-24 04:25:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-ALPHA,75.52,68.43,MEDIUM,USSPACECOM,UNCLASSIFIED,COMPLETED,
TASK-000236,2026-01-24 04:23:00,2026-01-24 04:28:00,SENTINEL-9,CALIBRATION,SVALBARD-MONITOR,78.23,15.63,LOW,DIA-ANALYSIS,UNCLASSIFIED,IN_PROGRESS,
TASK-000237,2026-01-24 04:38:00,2026-01-24 04:55:00,SENTINEL-9,PRIMARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,MEDIUM,NORTHCOM-J2,SECRET,COMPLETED,
TASK-000238,2026-01-24 04:46:00,2026-01-24 05:03:00,SENTINEL-9,CALIBRATION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,USSPACECOM,SECRET,COMPLETED,
TASK-000239,2026-01-24 04:58:00,2026-01-24 05:14:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NORTHCOM-J2,TOP SECRET,SCHEDULED,
TASK-000240,2026-01-24 05:14:00,2026-01-24 05:24:00,SENTINEL-9,CALIBRATION,FRANZ-JOSEF-LAND,80.12,52.73,LOW,DIA-ANALYSIS,SECRET,SCHEDULED,
TASK-000241,2026-01-24 05:30:00,2026-01-24 05:45:00,SENTINEL-9,CALIBRATION,FRANZ-JOSEF-LAND,80.12,52.73,LOW,USSPACECOM,SECRET,COMPLETED,
TASK-000242,2026-01-24 05:40:00,2026-01-24 05:54:00,SENTINEL-9,PRIMARY_COLLECTION,NSR-WAYPOINT-CHARLIE,73.85,125.33,MEDIUM,DIA-ANALYSIS,UNCLASSIFIED,IN_PROGRESS,
TASK-000243,2026-01-24 05:50:00,2026-01-24 06:04:00,SENTINEL-9,MAINTENANCE_WINDOW,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NRO-OPS,SECRET,COMPLETED,
TASK-000244,2026-01-24 06:03:00,2026-01-24 06:27:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-DELTA,71.64,150.21,MEDIUM,EUCOM-J2,TOP SECRET,COMPLETED,
TASK-000245,2026-01-24 06:20:00,2026-01-24 06:43:00,SENTINEL-9,SECONDARY_COLLECTION,NOVAYA-ZEMLYA-NORTH,76.95,67.58,LOW,EUCOM-J2,UNCLASSIFIED,COMPLETED,
TASK-000246,2026-01-24 06:30:00,2026-01-24 06:35:00,SENTINEL-9,SECONDARY_COLLECTION,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NORAD,SECRET,SCHEDULED,
TASK-000247,2026-01-24 06:48:00,2026-01-24 06:54:00,SENTINEL-9,DOWNLINK_PASS,NSR-WAYPOINT-BRAVO,76.18,96.72,MEDIUM,NASIC,UNCLASSIFIED,COMPLETED,
TASK-000248,2026-01-24 07:00:00,2026-01-24 07:06:00,SENTINEL-9,MAINTENANCE_WINDOW,SVALBARD-MONITOR,78.23,15.63,MEDIUM,EUCOM-J2,TOP SECRET,IN_PROGRESS,
TASK-000249,2026-01-24 07:14:00,2026-01-24 07:24:00,SENTINEL-9,ATTITUDE_MANEUVER,NSR-WAYPOINT-ECHO,77.43,45.18,MEDIUM,NORAD,TOP SECRET,COMPLETED,
TASK-000250,2026-01-24 07:27:00,2026-01-24 07:37:00,SENTINEL-9,ATTITUDE_MANEUVER,FRANZ-JOSEF-LAND,80.12,52.73,MEDIUM,NASIC,TOP SECRET,SCHEDULED,
TASK-000251,2026-01-24 07:36:00,2026-01-24 07:49:00,SENTINEL-9,SECONDARY_COLLECTION,SVALBARD-MONITOR,78.23,15.63,HIGH,NSA-SIGINT,UNCLASSIFIED,SCHEDULED,
